Accession	Protein	Gene	Gene_protein	X153173_BSA_d3_H	X153173_IL13_d3_H	X153741_BSA_d3_H	X153741_IL13_d3_H	X154142_BSA_d3_A	X154142_IL13_d3_A	X154417_BSA_d3_A	X154417_IL13_d3_A	X154651_BSA_d3_A	X154651_IL13_d3_A	X155404_BSA_d3_H	X155404_IL13_d3_H
SYFB_HUMAN	Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens GN=FARSB PE=1 SV=3	FARSB	FARSB_SYFB	0	1	0	0	0	0	0	0	0	1	0	0
FAS_HUMAN	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	FASN	FASN_FAS	0	16	4	17	0	6	1	10	2	9	0	5
RS30_HUMAN	40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1	FAU	FAU_RS30	0	0	0	0	0	0	0	0	0	0	0	1
FBRL_HUMAN	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	FBL	FBL_FBRL	0	1	0	0	0	0	0	1	0	0	0	0
F16P1_HUMAN	"Fructose-1,6-bisphosphatase 1 OS=Homo sapiens GN=FBP1 PE=1 SV=5"	FBP1	FBP1_F16P1	0	1	0	2	0	0	0	1	0	0	0	0
FCGBP_HUMAN	IgGFc-binding protein OS=Homo sapiens GN=FCGBP PE=1 SV=3	FCGBP	FCGBP_FCGBP	7	35	2	28	0	24	0	37	13	39	2	36
FPPS_HUMAN	Farnesyl pyrophosphate synthase OS=Homo sapiens GN=FDPS PE=1 SV=4	FDPS	FDPS_FPPS	0	1	0	3	0	0	0	1	0	2	0	1
ADRO_HUMAN	"NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens GN=FDXR PE=1 SV=3"	FDXR	FDXR_ADRO	0	0	0	0	0	0	0	0	0	1	0	0
FR1L6_HUMAN	Fer-1-like protein 6 OS=Homo sapiens GN=FER1L6 PE=2 SV=2	FER1L6	FER1L6_FR1L6	0	2	0	0	0	2	0	4	0	1	0	5
FETUB_HUMAN	Fetuin-B OS=Homo sapiens GN=FETUB PE=1 SV=2	FETUB	FETUB_FETUB	0	0	0	0	0	0	0	1	0	0	0	0
FUMH_HUMAN	"Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3"	FH	FH_FUMH	0	0	0	0	0	0	1	0	1	2	0	2
FKB1A_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2	FKBP1A	FKBP1A_FKB1A	1	1	1	1	0	1	1	1	1	2	0	2
FKBP2_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2	FKBP2	FKBP2_FKBP2	1	0	0	0	0	0	0	0	1	1	0	1
FLII_HUMAN	Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2	FLII	FLII_FLII	0	1	0	0	0	0	0	0	0	0	0	0
FLNA_HUMAN	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	FLNA	FLNA_FLNA	0	0	0	3	1	1	0	1	0	3	0	0
FLNB_HUMAN	Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	FLNB	FLNB_FLNB	1	18	4	12	5	1	3	19	6	11	4	10
FINC_HUMAN	Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4	FN1	FN1_FINC	15	10	6	6	8	0	3	12	6	0	0	2
FND3B_HUMAN	Fibronectin type III domain-containing protein 3B OS=Homo sapiens GN=FNDC3B PE=1 SV=2	FNDC3B	FNDC3B_FND3B	0	0	0	0	0	0	0	1	0	0	0	0
FOLR1_HUMAN	Folate receptor alpha OS=Homo sapiens GN=FOLR1 PE=1 SV=3	FOLR1	FOLR1_FOLR1	0	0	0	0	0	0	1	0	0	0	0	0
FSIP2_HUMAN	Fibrous sheath-interacting protein 2 OS=Homo sapiens GN=FSIP2 PE=2 SV=4	FSIP2	FSIP2_FSIP2	0	0	0	0	0	0	0	1	0	0	0	0
FSTL1_HUMAN	Follistatin-related protein 1 OS=Homo sapiens GN=FSTL1 PE=1 SV=1	FSTL1	FSTL1_FSTL1	1	0	0	1	0	0	0	1	2	0	0	0
FRIH_HUMAN	Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2	FTH1	FTH1_FRIH	0	1	0	1	0	1	1	1	1	0	0	0
FUS_HUMAN	RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1	FUS	FUS_FUS	1	0	0	0	0	0	0	0	1	1	0	0
FUT3_HUMAN	Galactoside 3(4)-L-fucosyltransferase OS=Homo sapiens GN=FUT3 PE=2 SV=1	FUT3	FUT3_FUT3	0	2	0	1	1	0	1	3	3	3	1	3
FXYD3_HUMAN	FXYD domain-containing ion transport regulator 3 OS=Homo sapiens GN=FXYD3 PE=1 SV=1	FXYD3	FXYD3_FXYD3	0	0	0	0	0	1	0	1	0	0	0	1
FYN_HUMAN	Tyrosine-protein kinase Fyn OS=Homo sapiens GN=FYN PE=1 SV=3	FYN	FYN_FYN	0	0	0	0	0	1	0	0	0	0	0	1
G6PD_HUMAN	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4	G6PD	G6PD_G6PD	0	2	0	0	0	1	1	0	1	1	0	0
GALE_HUMAN	UDP-glucose 4-epimerase OS=Homo sapiens GN=GALE PE=1 SV=2	GALE	GALE_GALE	0	2	1	1	0	1	0	1	0	1	1	1
GALT4_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 4 OS=Homo sapiens GN=GALNT4 PE=1 SV=2	GALNT4	GALNT4_GALT4	0	1	0	1	0	1	0	0	0	1	0	2
GALT5_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 5 OS=Homo sapiens GN=GALNT5 PE=1 SV=1	GALNT5	GALNT5_GALT5	0	1	0	1	0	0	0	2	0	0	0	0
GANAB_HUMAN	Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3	GANAB	GANAB_GANAB	3	9	8	1	2	5	5	4	2	8	3	8
G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	GAPDH	GAPDH_G3P	10	13	8	11	7	10	11	10	9	14	11	14
GARS_HUMAN	Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3	GARS	GARS_GARS	0	0	0	0	0	0	0	0	0	1	0	0
GDIA_HUMAN	Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2	GDI1	GDI1_GDIA	0	0	0	0	0	4	0	0	2	0	0	0
GDIB_HUMAN	Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2	GDI2	GDI2_GDIB	2	4	1	4	3	0	3	5	0	6	2	4
GFPT1_HUMAN	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3	GFPT1	GFPT1_GFPT1	0	6	1	5	1	3	0	7	0	3	0	4
GGH_HUMAN	Gamma-glutamyl hydrolase OS=Homo sapiens GN=GGH PE=1 SV=2	GGH	GGH_GGH	0	1	0	0	0	0	0	0	0	0	0	2
BGAL_HUMAN	Beta-galactosidase OS=Homo sapiens GN=GLB1 PE=1 SV=2	GLB1	GLB1_BGAL	0	0	0	0	0	0	0	1	0	0	0	0
GAPR1_HUMAN	Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3	GLIPR2	GLIPR2_GAPR1	2	1	2	2	1	2	2	2	0	1	2	2
LGUL_HUMAN	Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4	GLO1	GLO1_LGUL	1	0	1	0	0	0	1	0	0	0	0	1
GLRX1_HUMAN	Glutaredoxin-1 OS=Homo sapiens GN=GLRX PE=1 SV=2	GLRX	GLRX_GLRX1	0	1	0	0	0	1	0	0	0	1	0	1
DHE3_HUMAN	"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2"	GLUD1	GLUD1_DHE3	7	16	13	17	7	6	10	16	10	12	8	11
DHE4_HUMAN	"Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens GN=GLUD2 PE=1 SV=2"	GLUD2	GLUD2_DHE4	0	0	0	0	0	5	0	0	0	0	0	0
SAP3_HUMAN	Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4	GM2A	GM2A_SAP3	0	0	0	0	0	0	1	1	0	0	0	0
GMDS_HUMAN	"GDP-mannose 4,6 dehydratase OS=Homo sapiens GN=GMDS PE=1 SV=1"	GMDS	GMDS_GMDS	0	1	1	0	0	0	0	0	0	0	0	1
GMPPA_HUMAN	Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens GN=GMPPA PE=1 SV=1	GMPPA	GMPPA_GMPPA	0	0	0	0	0	1	0	0	0	0	0	1
GMPPB_HUMAN	Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB PE=1 SV=2	GMPPB	GMPPB_GMPPB	0	0	0	0	0	0	0	1	0	0	0	0
GNA11_HUMAN	Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2	GNA11	GNA11_GNA11	0	0	0	0	0	0	0	1	1	0	0	0
GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 PE=1 SV=2	GNAI1	GNAI1_GNAI1	0	1	0	0	0	0	0	0	0	0	0	0
GNAI2_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3	GNAI2	GNAI2_GNAI2	0	1	1	1	1	0	0	3	2	0	0	0
GNAI3_HUMAN	Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3	GNAI3	GNAI3_GNAI3	0	0	0	0	0	0	0	3	0	2	0	0
GNAS1_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens GN=GNAS PE=1 SV=2	GNAS	GNAS_GNAS1	0	1	0	0	0	0	0	0	0	0	0	0
GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3	GNB1	GNB1_GBB1	0	0	0	2	0	0	1	1	2	1	0	1
GBB2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3	GNB2	GNB2_GBB2	0	3	2	0	1	1	0	1	0	1	0	0
GLCNE_HUMAN	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sapiens GN=GNE PE=1 SV=1	GNE	GNE_GLCNE	0	0	0	0	0	1	0	0	0	1	0	0
GBG12_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3	GNG12	GNG12_GBG12	0	1	2	2	0	0	0	1	2	0	0	0
GBG7_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 OS=Homo sapiens GN=GNG7 PE=1 SV=1	GNG7	GNG7_GBG7	1	0	0	0	0	0	1	0	0	0	0	0
GGA2B_HUMAN	Putative golgin subfamily A member 2B OS=Homo sapiens GN=GOLGA2P5 PE=5 SV=1	GOLGA2P5	GOLGA2P5_GGA2B	0	0	0	0	0	1	0	0	0	0	0	0
GOLM1_HUMAN	Golgi membrane protein 1 OS=Homo sapiens GN=GOLM1 PE=1 SV=1	GOLM1	GOLM1_GOLM1	1	1	2	2	2	0	1	2	3	1	0	3
GLP3L_HUMAN	Golgi phosphoprotein 3-like OS=Homo sapiens GN=GOLPH3L PE=1 SV=1	GOLPH3L	GOLPH3L_GLP3L	0	1	0	0	0	1	0	0	0	0	0	0
AATM_HUMAN	"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3"	GOT2	GOT2_AATM	2	7	5	4	5	3	3	4	3	5	2	2
GPD1L_HUMAN	Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens GN=GPD1L PE=1 SV=1	GPD1L	GPD1L_GPD1L	0	1	3	1	1	0	1	1	0	0	1	1
GPDM_HUMAN	"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3"	GPD2	GPD2_GPDM	2	7	4	5	1	5	2	6	1	5	3	2
G6PI_HUMAN	Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4	GPI	GPI_G6PI	4	5	6	3	2	3	4	5	3	5	2	4
GPM6B_HUMAN	Neuronal membrane glycoprotein M6-b OS=Homo sapiens GN=GPM6B PE=1 SV=2	GPM6B	GPM6B_GPM6B	0	0	0	0	0	1	0	0	0	0	0	0
GP171_HUMAN	Probable G-protein coupled receptor 171 OS=Homo sapiens GN=GPR171 PE=2 SV=1	GPR171	GPR171_GP171	0	0	0	0	0	1	0	0	0	0	0	0
RAI3_HUMAN	Retinoic acid-induced protein 3 OS=Homo sapiens GN=GPRC5A PE=1 SV=2	GPRC5A	GPRC5A_RAI3	0	2	0	2	0	0	0	1	0	1	0	0
GPC5C_HUMAN	G-protein coupled receptor family C group 5 member C OS=Homo sapiens GN=GPRC5C PE=1 SV=2	GPRC5C	GPRC5C_GPC5C	0	0	0	0	0	0	0	0	0	1	0	0
GPX1_HUMAN	Glutathione peroxidase 1 OS=Homo sapiens GN=GPX1 PE=1 SV=4	GPX1	GPX1_GPX1	1	1	2	0	0	0	2	1	0	0	1	0
GPX4_HUMAN	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=3"	GPX4	GPX4_GPX4	0	1	0	0	0	0	0	0	0	0	0	0
GELS_HUMAN	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	GSN	GSN_GELS	12	25	12	21	15	23	11	25	13	23	12	28
ERF3A_HUMAN	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1 PE=1 SV=1	GSPT1	GSPT1_ERF3A	0	1	0	0	0	0	0	0	0	1	0	0
GSHR_HUMAN	"Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR PE=1 SV=2"	GSR	GSR_GSHR	1	2	1	1	0	0	1	1	1	2	0	0
GSHB_HUMAN	Glutathione synthetase OS=Homo sapiens GN=GSS PE=1 SV=1	GSS	GSS_GSHB	0	0	0	0	0	0	0	1	0	1	0	0
GSTA1_HUMAN	Glutathione S-transferase A1 OS=Homo sapiens GN=GSTA1 PE=1 SV=3	GSTA1	GSTA1_GSTA1	1	0	5	0	2	0	2	0	0	0	1	0
GSTA2_HUMAN	Glutathione S-transferase A2 OS=Homo sapiens GN=GSTA2 PE=1 SV=4	GSTA2	GSTA2_GSTA2	0	0	0	1	0	0	0	0	0	0	0	0
GSTK1_HUMAN	Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3	GSTK1	GSTK1_GSTK1	3	6	6	6	1	3	4	5	1	7	2	3
GSTM1_HUMAN	Glutathione S-transferase Mu 1 OS=Homo sapiens GN=GSTM1 PE=1 SV=3	GSTM1	GSTM1_GSTM1	0	0	0	0	0	0	0	0	0	0	0	1
GSTP1_HUMAN	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	GSTP1	GSTP1_GSTP1	12	12	10	13	10	12	10	14	10	13	11	14
H10_HUMAN	Histone H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3	H1F0	H1F0_H10	0	2	1	1	1	2	0	2	0	2	1	2
H2AV_HUMAN	Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	H2AFV	H2AFV_H2AV	0	0	2	0	2	0	2	0	2	2	0	2
H2AY_HUMAN	Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4	H2AFY	H2AFY_H2AY	1	1	2	0	4	0	0	0	0	1	3	0
H2AW_HUMAN	Core histone macro-H2A.2 OS=Homo sapiens GN=H2AFY2 PE=1 SV=3	H2AFY2	H2AFY2_H2AW	0	0	0	0	0	1	0	0	1	0	0	1
H3C_HUMAN	Histone H3.3C OS=Homo sapiens GN=H3F3C PE=1 SV=3	H3F3C	H3F3C_H3C	0	0	0	0	0	0	1	0	0	0	0	0
G6PE_HUMAN	GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens GN=H6PD PE=1 SV=2	H6PD	H6PD_G6PE	0	0	0	0	0	0	0	0	0	0	0	1
HCDH_HUMAN	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=3"	HADH	HADH_HCDH	2	2	2	1	2	4	1	1	2	3	2	2
ECHA_HUMAN	"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2"	HADHA	HADHA_ECHA	4	11	17	14	8	9	7	16	7	10	5	10
ECHB_HUMAN	"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3"	HADHB	HADHB_ECHB	5	8	6	8	3	4	7	8	5	7	4	3
SYHC_HUMAN	"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2"	HARS	HARS_SYHC	0	0	0	0	0	0	0	0	0	1	0	0
HCK_HUMAN	Tyrosine-protein kinase HCK OS=Homo sapiens GN=HCK PE=1 SV=5	HCK	HCK_HCK	0	0	0	0	0	0	0	0	0	1	0	0
HDGF_HUMAN	Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1	HDGF	HDGF_HDGF	0	1	0	0	0	0	0	0	0	0	0	0
VIGLN_HUMAN	Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2	HDLBP	HDLBP_VIGLN	0	2	1	0	0	0	0	0	0	1	0	2
HEBP2_HUMAN	Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1	HEBP2	HEBP2_HEBP2	0	0	0	0	0	0	0	0	0	1	0	1
PO113_HUMAN	Endogenous retrovirus group K member 113 Pol protein OS=Homo sapiens GN=HERVK_113 PE=3 SV=1	HERVK_113	HERVK_113_PO113	0	1	0	0	0	0	0	0	0	0	0	0
HEXA_HUMAN	Beta-hexosaminidase subunit alpha OS=Homo sapiens GN=HEXA PE=1 SV=2	HEXA	HEXA_HEXA	0	0	0	0	0	0	0	1	0	0	0	0
HEXB_HUMAN	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3	HEXB	HEXB_HEXB	0	3	0	0	0	1	0	2	0	3	0	1
3HIDH_HUMAN	"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=HIBADH PE=1 SV=2"	HIBADH	HIBADH_3HIDH	0	1	1	1	0	1	1	1	1	2	0	0
HIBCH_HUMAN	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2"	HIBCH	HIBCH_HIBCH	0	0	0	0	0	0	0	0	0	0	0	1
HINT1_HUMAN	Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2	HINT1	HINT1_HINT1	0	0	0	0	0	0	0	0	1	0	0	0
HINT2_HUMAN	"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1"	HINT2	HINT2_HINT2	1	0	1	0	1	0	0	1	0	1	1	0
HINT3_HUMAN	Histidine triad nucleotide-binding protein 3 OS=Homo sapiens GN=HINT3 PE=1 SV=1	HINT3	HINT3_HINT3	0	1	0	0	0	0	0	0	0	0	0	0
H15_HUMAN	Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3	HIST1H1B	HIST1H1B_H15	1	0	0	0	1	1	1	2	0	2	1	1
H12_HUMAN	Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2	HIST1H1C	HIST1H1C_H12	0	0	1	0	3	3	1	0	1	3	3	2
H2A1A_HUMAN	Histone H2A type 1-A OS=Homo sapiens GN=HIST1H2AA PE=1 SV=3	HIST1H2AA	HIST1H2AA_H2A1A	0	0	0	0	2	0	0	0	0	0	0	0
H2A1B_HUMAN	Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2	HIST1H2AB	HIST1H2AB_H2A1B	0	2	2	1	2	2	2	2	2	2	2	2
H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2	HIST1H2BB	HIST1H2BB_H2B1B	3	0	6	0	6	0	6	5	6	7	7	6
H2B1C_HUMAN	Histone H2B type 1-C/E/F/G/I OS=Homo sapiens GN=HIST1H2BC PE=1 SV=4	HIST1H2BC	HIST1H2BC_H2B1C	0	6	6	4	0	6	6	5	6	6	7	6
H31_HUMAN	Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2	HIST1H3A	HIST1H3A_H31	0	0	0	0	4	4	0	3	0	3	3	0
H4_HUMAN	Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	HIST1H4A	HIST1H4A_H4	2	4	4	2	4	3	1	3	2	5	4	4
H31T_HUMAN	Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3	HIST3H3	HIST3H3_H31T	2	2	2	2	0	0	0	0	2	0	0	2
HXK1_HUMAN	Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3	HK1	HK1_HXK1	0	5	0	4	0	2	0	4	0	4	0	2
HXK2_HUMAN	Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2	HK2	HK2_HXK2	0	4	0	3	0	0	0	2	0	1	0	3
1A02_HUMAN	"HLA class I histocompatibility antigen, A-2 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1"	HLA-A	HLA-A_1A02	0	0	0	0	0	0	0	0	2	2	0	0
1A25_HUMAN	"HLA class I histocompatibility antigen, A-25 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1"	HLA-A	HLA-A_1A25	0	0	0	0	0	0	0	0	0	0	0	2
1B07_HUMAN	"HLA class I histocompatibility antigen, B-7 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=3"	HLA-B	HLA-B_1B07	0	0	1	3	0	1	0	3	0	1	0	0
1B15_HUMAN	"HLA class I histocompatibility antigen, B-15 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=2"	HLA-B	HLA-B_1B15	0	2	0	0	0	0	0	0	0	0	0	0
1B73_HUMAN	"HLA class I histocompatibility antigen, B-73 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1"	HLA-B	HLA-B_1B73	0	0	0	3	0	0	0	4	0	0	0	0
1C17_HUMAN	"HLA class I histocompatibility antigen, Cw-17 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1"	HLA-C	HLA-C_1C17	0	3	0	0	0	0	0	0	0	0	0	0
DPB1_HUMAN	"HLA class II histocompatibility antigen, DP beta 1 chain OS=Homo sapiens GN=HLA-DPB1 PE=1 SV=1"	HLA-DPB1	HLA-DPB1_DPB1	0	0	0	0	0	0	0	0	1	0	0	0
DRA_HUMAN	"HLA class II histocompatibility antigen, DR alpha chain OS=Homo sapiens GN=HLA-DRA PE=1 SV=1"	HLA-DRA	HLA-DRA_DRA	2	2	1	1	1	1	0	1	1	0	1	0
2B11_HUMAN	"HLA class II histocompatibility antigen, DRB1-1 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=2"	HLA-DRB1	HLA-DRB1_2B11	0	0	0	1	1	0	0	0	0	0	1	1
2B13_HUMAN	"HLA class II histocompatibility antigen, DRB1-3 chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=2"	HLA-DRB1	HLA-DRB1_2B13	0	3	2	0	0	0	0	2	0	2	0	0
2B18_HUMAN	"HLA class II histocompatibility antigen, DRB1-8 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=2"	HLA-DRB1	HLA-DRB1_2B18	1	0	0	0	0	0	0	0	0	0	0	0
2B1B_HUMAN	"HLA class II histocompatibility antigen, DRB1-11 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=1"	HLA-DRB1	HLA-DRB1_2B1B	0	4	0	0	0	0	0	0	0	0	0	0
HLAH_HUMAN	"Putative HLA class I histocompatibility antigen, alpha chain H OS=Homo sapiens GN=HLA-H PE=5 SV=3"	HLA-H	HLA-H_HLAH	0	0	1	0	1	1	0	0	0	0	0	0
BPL1_HUMAN	Biotin--protein ligase OS=Homo sapiens GN=HLCS PE=1 SV=1	HLCS	HLCS_BPL1	0	1	0	0	0	0	0	0	0	0	0	0
HM13_HUMAN	Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1	HM13	HM13_HM13	0	1	1	1	1	2	0	0	0	1	0	1
HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	HMGA1	HMGA1_HMGA1	0	1	0	0	0	1	0	0	0	1	1	1
HMGB1_HUMAN	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	HMGB1	HMGB1_HMGB1	0	0	0	0	0	0	0	0	0	1	0	0
HMGCL_HUMAN	"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2"	HMGCL	HMGCL_HMGCL	0	0	1	2	0	0	0	1	0	1	0	0
ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	HNRNPA1	HNRNPA1_ROA1	0	4	8	0	7	0	5	5	5	0	6	0
RA1L2_HUMAN	Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2	HNRNPA1L2	HNRNPA1L2_RA1L2	4	0	0	3	0	2	0	0	0	4	0	4
ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	HNRNPA2B1	HNRNPA2B1_ROA2	6	7	8	6	5	3	7	5	7	6	4	6
ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	HNRNPA3	HNRNPA3_ROA3	2	4	7	3	5	4	5	4	4	5	5	3
HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4	HNRNPC	HNRNPC_HNRPC	4	3	3	1	3	0	2	2	3	1	2	1
HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1	HNRNPD	HNRNPD_HNRPD	1	2	1	1	0	0	1	1	0	2	0	1
HNRDL_HUMAN	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	HNRNPDL	HNRNPDL_HNRDL	1	0	2	0	1	0	1	0	0	0	0	0
HNRPF_HUMAN	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	HNRNPF	HNRNPF_HNRPF	2	3	3	5	5	0	6	4	4	0	3	2
HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4	HNRNPH1	HNRNPH1_HNRH1	0	0	4	2	4	4	4	3	3	3	3	3
